year,title,artist,genre,peak_pos,wks_on_chart,duration,popularity,energy,danceability,loudness,speechiness,liveness
1971,Beautiful,Gordon Lightfoot,Folk,58,11,202933,34,0.243,0.593,-18.095,0.0304,0.168
1971,Everybody's Everything,Santana,Rock,12,10,210000,33,0.9,0.519,-9.181,0.0559,0.0917
1971,Theme From Shaft,Isaac Hayes,Pop,1,13,279000,56,0.716,0.487,-17.689,0.0463,0.113
1971,The Year That Clayton Delaney Died,Tom T. Hall,Country,42,12,164720,52,0.433,0.628,-10.876,0.029,0.0932
1971,Do Your Thing,Isaac Hayes,R&B,30,11,199826,32,0.484,0.661,-11.136,0.0431,0.106
1971,Brown Sugar,The Rolling Stones,Pop,1,12,228000,67,0.934,0.633,-3.594,0.0344,0.0592
1971,Domino,Van Morrison,Pop,9,12,231000,68,0.547,0.757,-4.572,0.0355,0.0445
1971,Tired Of Being Alone,Al Green,Pop,11,19,172000,69,0.397,0.772,-8.585,0.0391,0.0753
1971,Watching Scotty Grow,Bobby Goldsboro,Pop,11,13,157000,32,0.401,0.506,-11.96,0.033,0.358
1971,Whatcha See Is Whatcha Get,The Dramatics,Pop,9,15,214000,58,0.74,0.641,-8.425,0.118,0.281
1971,Yo-Yo,The Osmonds,Pop,3,13,173000,51,0.642,0.597,-5.305,0.157,0.125
1971,Bring The Boys Home,Freda Payne,Pop,12,13,87000,49,0.283,0.33,-15.971,0.061,0.235
1971,The Night They Drove Old Dixie Down,Joan Baez,Pop,3,15,211000,59,0.486,0.505,-9.272,0.0336,0.222
1971,Black Magic Woman,Santana,Pop,4,13,196000,70,0.349,0.489,-14.295,0.0323,0.0866
1971,A Natural Man,Lou Rawls,R&B,17,18,221960,37,0.63,0.765,-7.883,0.0406,0.0889
1971,Your Song,Elton John,Pop,8,14,241000,80,0.315,0.552,-11.028,0.0299,0.101
1971,Do You Know What I Mean,Lee Michaels,Pop,6,17,193000,44,0.861,0.788,-9.745,0.0623,0.0199
1971,Uncle Albert/Admiral Halsey,Paul & Linda McCartney,Pop,1,13,295000,59,0.507,0.371,-9.805,0.0325,0.175
1972,Saturday In The Park,Chicago,Pop,3,12,235000,63,0.763,0.67,-6.864,0.0341,0.0799
1972,I Need You,America,Pop,9,10,234000,73,0.869,0.695,-5.066,0.0483,0.237
1972,Funky Worm,Ohio Players,Funk,15,19,161023,42,0.644,0.633,-9.923,0.0914,0.0356
1972,The World Is A Ghetto,War,R&B,7,16,244360,36,0.404,0.682,-12.51,0.0493,0.144
1972,The Way Of Love,Cher,Pop,7,13,182000,54,0.414,0.865,-13.256,0.168,0.0425
1972,Ben,Michael Jackson,Pop,1,16,322000,74,0.673,0.665,-7.95,0.0493,0.497
1972,Drowning In The Sea Of Love,Joe Simon,Pop,11,13,203000,42,0.448,0.603,-10.548,0.0934,0.105
1972,The Cisco Kid,War,Funk,2,15,227720,52,0.843,0.849,-7.154,0.105,0.0309
1972,I Can See Clearly Now,Johnny Nash,Pop,1,20,164000,74,0.373,0.681,-13.2,0.0568,0.0751
1972,Never Been To Spain,Three Dog Night,Pop,5,12,226000,56,0.502,0.517,-15.014,0.0275,0.352
1972,Look What You Done For Me,Al Green,Pop,4,12,185000,41,0.568,0.604,-8.555,0.0447,0.182
1972,I Gotcha,Joe Tex,Pop,2,21,238000,39,0.731,0.632,-4.191,0.262,0.0514
1972,Starman,David Bowie,Rock,65,9,254000,77,0.449,0.486,-10.298,0.0267,0.54
1972,The First Time Ever I Saw Your Face,Roberta Flack,Pop,1,18,260000,59,0.0264,0.311,-21.644,0.037,0.156
1972,Where Is The Love,Roberta Flack & Donny Hathaway,Pop,5,13,272000,80,0.699,0.834,-3.222,0.178,0.131
1972,Beautiful Sunday,Daniel Boone,Pop,15,20,182000,51,0.463,0.676,-13.155,0.0306,0.288
1972,Back Stabbers,The O'Jays,R&B,3,15,186093,57,0.714,0.751,-11.614,0.0374,0.639
1972,My Ding-A-Ling,Chuck Berry,Pop,1,17,223000,40,0.517,0.767,-9.908,0.195,0.078
1972,Rocket Man,Elton John,Pop,6,15,281000,82,0.532,0.601,-9.119,0.0286,0.0925
1972,Rocky Mountain High,John Denver,Country,9,19,283640,67,0.437,0.455,-11.411,0.0278,0.501
1972,Heart Of Gold,Neil Young,Pop,1,14,187000,70,0.399,0.537,-13.547,0.0269,0.109
1972,An Old Fashioned Love Song,Three Dog Night,Pop,4,11,230000,45,0.498,0.46,-12.718,0.0373,0.0817
1972,Puppy Love,Donny Osmond,Pop,3,12,161000,57,0.443,0.234,-7.605,0.0361,0.25
1972,Do Me Right,Detroit Emeralds,Disco,43,14,170741,15,0.642,0.834,-9.511,0.0501,0.0713
1972,Sweet Seasons,Carole King,Pop,9,10,193000,44,0.545,0.66,-12.499,0.0274,0.099
1972,Delta Dawn,Tanya Tucker,Country,72,7,175200,62,0.507,0.619,-7.677,0.0335,0.258
1972,Taxi,Harry Chapin,Folk,24,16,402840,44,0.363,0.61,-12.576,0.0322,0.18
1972,Morning Has Broken,Cat Stevens,Pop,6,14,199000,69,0.365,0.443,-11.829,0.0315,0.0886
1972,Anticipation,Carly Simon,Pop,13,13,201000,44,0.297,0.61,-14.956,0.0304,0.107
1972,Doctor My Eyes,Jackson Browne,Pop,8,12,199000,65,0.643,0.402,-8.749,0.0317,0.118
1972,Mother And Child Reunion,Paul Simon,Pop,4,13,187000,56,0.632,0.712,-7.704,0.0334,0.0648
1972,Dead Skunk,Loudon Wainwright III,Folk,16,13,185733,39,0.655,0.633,-11.514,0.0312,0.113
1972,Precious And Few,Climax,Pop,3,15,164000,43,0.401,0.203,-12.341,0.0339,0.1
1972,Go All The Way,Raspberries,Pop,5,18,205000,60,0.849,0.305,-4.892,0.0999,0.0995
1972,Day Dreaming,Aretha Franklin,Pop,5,12,80000,58,0.0751,0.213,-27.103,0.0433,0.113
1972,Superfly,Curtis Mayfield,R&B,8,15,233600,56,0.708,0.784,-9.141,0.11,0.0913
1972,Day After Day,Badfinger,Pop,4,14,191000,52,0.686,0.399,-7.112,0.0311,0.112
1972,Got To Be There,Michael Jackson,Pop,4,14,204000,42,0.569,0.349,-9.512,0.0434,0.0416
1972,Popcorn,Hot Butter,Pop,9,18,181000,66,0.48,0.656,-7.156,0.0552,0.0917
1972,Superfly,Curtis Mayfield,Funk,8,15,233600,56,0.708,0.784,-9.141,0.11,0.0913
1972,Danny's Song,Anne Murray,Country,7,18,188293,49,0.379,0.512,-12.251,0.0299,0.0967
1972,Goodbye Again,John Denver,Country,88,6,217226,45,0.324,0.482,-10.424,0.0292,0.174
1972,Sunshine,Jonathan Edwards,Pop,4,16,182000,68,0.737,0.67,-6.794,0.0434,0.325
1972,Love Train,The O'Jays,R&B,1,14,178400,66,0.572,0.743,-9.627,0.0493,0.163
1972,All I Ever Need Is You,Sonny & Cher,Pop,7,15,129000,32,0.415,0.62,-14.529,0.0355,0.0802
1972,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,Pop,2,14,198000,57,0.73,0.516,-7.136,0.0494,0.425
1972,Sugar Daddy,Jackson 5,Pop,10,10,245000,52,0.673,0.822,-6.141,0.228,0.323
1972,Witchy Woman,Eagles,Pop,9,13,250000,60,0.568,0.555,-12.205,0.0341,0.116
1972,Superstition,Stevie Wonder,R&B,1,16,266133,65,0.578,0.611,-14.171,0.0676,0.0983
1972,School's Out,Alice Cooper,Metal,7,13,210000,68,0.745,0.294,-9.138,0.0461,0.676
1972,Hold Your Head Up,Argent,Pop,5,15,377000,42,0.488,0.502,-12.265,0.0261,0.319
1972,If I Could Reach You,The 5th Dimension,Pop,10,15,190000,34,0.216,0.233,-15.737,0.0333,0.118
1972,Song Sung Blue,Neil Diamond,Pop,1,13,185000,53,0.529,0.594,-9.338,0.0287,0.148
1972,Everybody Plays The Fool,The Main Ingredient,Pop,3,18,202000,46,0.641,0.485,-8.752,0.0418,0.159
1972,I'll Be Around,The Spinners,R&B,3,15,188800,66,0.791,0.593,-8.698,0.068,0.0976
1972,Use Me,Bill Withers,R&B,2,12,228326,66,0.586,0.758,-13.461,0.056,0.0743
1972,Outa-Space,Billy Preston,Pop,2,17,250000,41,0.827,0.715,-8.555,0.0369,0.243
1972,The Lion Sleeps Tonight,Robert John,Pop,3,17,162000,61,0.474,0.321,-9.383,0.0348,0.204
1972,Outa-Space,Billy Preston,Funk,2,17,250866,41,0.827,0.715,-8.555,0.0369,0.243
1972,Everything I Own,Bread,Pop,5,13,187000,71,0.338,0.365,-13.406,0.0322,0.104
1972,Wear It On Our Face,The Dells,R&B,44,8,205640,22,0.636,0.372,-14.092,0.0393,0.104
1972,You're My Man,Lynn Anderson,Country,63,6,157933,16,0.368,0.575,-12.566,0.0312,0.345
1972,Lean On Me,Bill Withers,Pop,1,19,176000,75,0.809,0.723,-3.081,0.0625,0.565
1972,Jungle Fever,The Chakachas,Pop,8,15,176000,45,0.707,0.719,-9.025,0.339,0.121
1972,Burning Love,Elvis Presley,Country,2,15,170293,75,0.748,0.66,-11.206,0.0284,0.283
1972,Brand New Key,Melanie,Pop,1,18,147000,54,0.292,0.703,-10.924,0.036,0.08
1972,In The Rain,The Dramatics,Pop,5,13,225000,68,0.409,0.534,-9.559,0.0378,0.115
1972,Walkin' In The Rain With The One I Love,Love Unlimited,Disco,14,14,287933,36,0.594,0.424,-9.652,0.0551,0.413
1972,The Message,Cymande,Funk,48,10,257760,42,0.695,0.781,-9.911,0.052,0.121
1972,Cherish,David Cassidy,Pop,9,12,332000,61,0.389,0.68,-13.239,0.0545,0.105
1972,A Horse With No Name,America,Pop,1,14,252000,77,0.507,0.653,-17.18,0.0534,0.155
1972,Country Road,James Taylor,Folk,37,8,205733,44,0.343,0.529,-16.192,0.044,0.121
1972,The Happiest Girl In The Whole U.S.A.,Donna Fargo,Pop,11,16,151000,49,0.449,0.655,-11.468,0.0277,0.492
1972,Clean Up Woman,Betty Wright,Pop,6,14,169000,54,0.652,0.865,-9.046,0.143,0.0833
1972,Nice To Be With You,Gallery,Pop,4,22,157000,40,0.812,0.675,-10.834,0.0288,0.0409
1972,Nights In White Satin,The Moody Blues,Pop,2,18,269000,64,0.483,0.195,-4.991,0.03,0.0686
1973,What Is Hip?,Tower Of Power,Funk,91,2,304733,47,0.733,0.666,-5.884,0.0563,0.0892
1973,You've Never Been This Far Before,Conway Twitty,Country,22,14,180480,32,0.263,0.501,-13.155,0.0325,0.111
1973,Tell Her Love Has Felt The Need,Eddie Kendricks,Disco,50,10,265613,22,0.491,0.485,-11.675,0.0351,0.113
1973,Delta Dawn,Helen Reddy,Pop,1,20,175000,62,0.507,0.619,-7.677,0.0335,0.258
1973,All I Know,Garfunkel,Pop,9,14,118000,59,0.549,0.719,-8.297,0.147,0.117
1973,Dancing In The Moonlight,King Harvest,Pop,13,22,181000,74,0.435,0.657,-15.707,0.0552,0.167
1973,Smoke On The Water,Deep Purple,Pop,4,16,342000,63,0.586,0.632,-11.333,0.0284,0.0535
1973,Hang Loose,Mandrill,Funk,83,7,288933,18,0.797,0.54,-10.777,0.0617,0.12
1973,Masterpiece,The Temptations,Pop,7,14,206000,70,0.863,0.324,-3.716,0.123,0.311
1973,Takin' Care Of Business,Bachman-Turner Overdrive,Rock,12,20,289000,64,0.703,0.724,-14.007,0.0498,0.146
1973,Space Race,Billy Preston,Funk,4,18,210906,17,0.933,0.633,-2.795,0.0821,0.0514
1973,Killing Me Softly With His Song,Roberta Flack,Pop,1,16,298000,78,0.289,0.765,-17.125,0.147,0.562
1973,I'm Stone In Love With You,The Stylistics,Disco,10,13,199760,46,0.37,0.656,-11.694,0.024,0.0804
1973,The Morning After,Maureen McGovern,Pop,1,15,340000,44,0.436,0.63,-12.507,0.0426,0.117
1973,Break Up To Make Up,The Stylistics,Disco,5,14,239840,49,0.301,0.583,-10.598,0.0243,0.334
1973,Stuck In The Middle With You,Stealers Wheel,Pop,6,18,208000,80,0.575,0.82,-9.144,0.0408,0.109
1973,Daniel,Elton John,Pop,2,15,234000,70,0.476,0.689,-11.945,0.029,0.0864
1973,Sunshine On My Shoulders,John Denver,Country,1,18,311893,59,0.168,0.322,-13.893,0.0336,0.117
1973,Boogie Woogie Bugle Boy,Bette Midler,Pop,8,16,161000,49,0.479,0.64,-11.55,0.467,0.0973
1973,Shambala,Three Dog Night,Pop,3,16,204000,61,0.62,0.551,-11.464,0.0348,0.559
1973,Funky Worm,Ohio Players,Disco,15,19,161023,42,0.644,0.633,-9.923,0.0914,0.0356
1973,Space Race,Billy Preston,Pop,4,18,152000,46,0.671,0.677,-10.07,0.029,0.359
1973,Right Place Wrong Time,Dr. John,Pop,9,20,175000,57,0.494,0.789,-13.702,0.0456,0.144
1973,This Time It's Real,Tower Of Power,Funk,65,6,170800,35,0.799,0.548,-6.149,0.16,0.111
1973,Higher Ground,Stevie Wonder,R&B,4,14,222600,65,0.85,0.716,-9.949,0.0426,0.189
1973,Doing It To Death,Fred Wesley & The J.B.'s,Funk,22,11,315333,36,0.669,0.92,-8.81,0.0729,0.0966
1973,Jolene,Dolly Parton,Country,60,8,161533,71,0.537,0.674,-10.971,0.0363,0.131
1973,Hocus Pocus,Focus,Pop,9,19,402000,50,0.722,0.267,-7.344,0.102,0.35
1973,One Tear,Eddie Kendricks,Disco,71,8,248666,1,0.653,0.665,-8.692,0.0415,0.172
1973,Brother Louie,Stories,Pop,1,18,222000,74,0.836,0.783,-9.223,0.0486,0.135
1973,Fencewalk,Mandrill,Funk,52,10,332400,33,0.568,0.577,-11.875,0.0536,0.0801
1973,Slippin' Away,Jean Shepard,Country,81,6,149800,38,0.483,0.737,-8.389,0.0281,0.196
1973,Funny Face,Donna Fargo,Pop,5,20,166000,36,0.249,0.541,-13.125,0.0339,0.159
1973,Also Sprach Zarathustra (2001),Deodato,Pop,2,12,539000,15,0.669,0.425,-9.481,0.0316,0.9
1973,Jungle Boogie,Kool & The Gang,R&B,4,22,186533,61,0.85,0.808,-8.772,0.0868,0.316
1973,The Twelfth Of Never,Donny Osmond,Pop,8,13,147000,39,0.334,0.205,-10.765,0.0343,0.133
1973,Smarty Pants,First Choice,Disco,56,8,159066,27,0.715,0.72,-14.355,0.262,0.0928
1973,Half-Breed,Cher,Pop,1,20,167000,41,0.467,0.646,-12.678,0.0325,0.329
1973,You Are The Sunshine Of My Life,Stevie Wonder,R&B,1,17,178200,67,0.46,0.519,-14.53,0.0688,0.243
1973,Top Of The World,Lynn Anderson,Country,74,10,166552,26,0.364,0.579,-15.352,0.0319,0.308
1973,Will It Go Round In Circles,Billy Preston,Pop,1,22,267000,43,0.954,0.688,-3.767,0.0323,0.259
1973,Baby Let Me Take You (In My Arms),Detroit Emeralds,Disco,24,17,230368,41,0.482,0.683,-9.147,0.034,0.0639
1973,Kodachrome,Paul Simon,Pop,2,14,215000,63,0.705,0.592,-10.276,0.0287,0.0456
1973,Me And Baby Brother,War,Funk,15,15,207333,36,0.762,0.783,-9.585,0.035,0.102
1973,Stir It Up,Johnny Nash,Pop,12,14,217000,67,0.487,0.688,-8.256,0.174,0.0488
1973,Me And Mrs. Jones,Billy Paul,Pop,1,16,284000,64,0.528,0.294,-10.01,0.0471,0.147
1973,Ghetto Child,The Spinners,R&B,29,8,230719,34,0.405,0.647,-11.651,0.0292,0.067
1973,Ecstasy,Ohio Players,Disco,31,15,149226,40,0.633,0.658,-9.374,0.0536,0.11
1973,Country Sunshine,Dottie West,Country,49,11,123666,35,0.51,0.453,-8.94,0.0357,0.106
1973,Playground In My Mind,Clint Holmes,Pop,2,23,172000,28,0.681,0.704,-7.4,0.0343,0.11
1973,Angie,The Rolling Stones,Pop,1,16,272000,72,0.554,0.429,-6.128,0.0291,0.105
1973,Let's Get It On,Marvin Gaye,R&B,1,19,293767,50,0.769,0.502,-4.946,0.0882,0.0592
1973,You Ought To Be With Me,Al Green,Pop,3,15,199000,41,0.44,0.711,-11.501,0.0332,0.131
1973,Living For The City,Stevie Wonder,R&B,8,17,219306,50,0.538,0.708,-10.28,0.0686,0.193
1973,Yes We Can Can,The Pointer Sisters,Disco,11,16,361600,31,0.506,0.782,-13.282,0.267,0.0899
1973,Let's Get Married,Al Green,R&B,32,11,203320,37,0.528,0.702,-8.673,0.0372,0.556
1973,It Never Rains In Southern California,Albert Hammond,Pop,5,16,233000,66,0.565,0.626,-10.027,0.0271,0.0811
1973,Natural High,Bloodstone,Pop,10,19,240000,54,0.365,0.347,-10.23,0.0442,0.21
1973,A Fool Such As I,Bob Dylan,Rock,55,7,163000,17,0.857,0.563,-7.618,0.0604,0.134
1973,The Cisco Kid,War,R&B,2,15,227720,51,0.843,0.849,-7.154,0.105,0.0309
1973,The Night The Lights Went Out In Georgia,Vicki Lawrence,Pop,1,20,257000,64,0.51,0.428,-11.695,0.103,0.105
1973,Behind Closed Doors,Charlie Rich,Country,15,19,174666,56,0.329,0.492,-11.788,0.0274,0.0955
1973,Last Song,Edward Bear,Pop,3,18,163000,80,0.673,0.492,-5.431,0.0347,0.137
1973,Paper Roses,Marie Osmond,Pop,5,16,158000,38,0.504,0.359,-10.555,0.0349,0.332
1973,Why Me,Kris Kristofferson,Pop,16,38,161000,85,0.631,0.691,-6.478,0.0368,0.104
1973,Trouble Man,Marvin Gaye,Pop,7,12,228000,54,0.415,0.677,-9.869,0.0304,0.104
1973,The Most Beautiful Girl,Charlie Rich,Country,1,22,161906,59,0.318,0.576,-14.366,0.0286,0.167
1973,Drift Away,Dobie Gray,Pop,5,21,255000,67,0.66,0.583,-5.078,0.0377,0.0979
1973,I Am Woman,Helen Reddy,Pop,1,22,232000,67,0.471,0.646,-9.247,0.157,0.125
1973,Ain't No Woman (Like The One I've Got),Four Tops,R&B,4,15,187773,56,0.592,0.562,-9.694,0.0393,0.0882
1973,You Need Love,Styx,Rock,88,2,225000,19,0.926,0.255,-4.722,0.0678,0.0683
1973,Will It Go Round In Circles,Billy Preston,Funk,1,22,267000,43,0.954,0.688,-3.767,0.0323,0.259
1973,I'm Gonna Love You Just A Little More Baby,Barry White,R&B,3,18,431506,55,0.486,0.606,-13.553,0.0411,0.0757
1973,Touch Me In The Morning,Diana Ross,Pop,1,21,207000,51,0.615,0.356,-7.211,0.0315,0.0477
1973,Me And Baby Brother,War,R&B,15,15,207333,36,0.762,0.783,-9.585,0.035,0.102
1973,Chameleon,Herbie Hancock,Jazz,42,11,941360,51,0.672,0.581,-8.279,0.0602,0.0458
1973,Do It Again,Steely Dan,Pop,6,17,357000,69,0.431,0.655,-15.18,0.032,0.0711
1973,Wildflower,Skylark,Pop,9,21,261000,90,0.247,0.467,-12.002,0.0431,0.17
1973,Gypsy Man,War,Funk,8,13,323626,25,0.688,0.523,-8.442,0.0557,0.259
1973,Saw A New Morning,Bee Gees,Rock,94,3,253000,25,0.341,0.452,-13.42,0.0313,0.214
1973,My Maria,B.W. Stevenson,Pop,9,16,208000,73,0.842,0.673,-4.627,0.0366,0.178
1973,Crocodile Rock,Elton John,Pop,1,17,235000,74,0.8,0.621,-7.284,0.0344,0.059
1974,Skin Tight,Ohio Players,Funk,13,11,474266,36,0.611,0.828,-12.749,0.0393,0.104
1974,Might Just Take Your Life,Deep Purple,Rock,91,4,280000,26,0.774,0.601,-6.059,0.0299,0.136
1974,Waterloo,ABBA,Pop,6,17,168000,75,0.949,0.445,-4.682,0.0471,0.0902
1974,Midnight At The Oasis,Maria Muldaur,Pop,6,24,320000,48,0.64,0.637,-8.244,0.0385,0.0436
1974,Another Saturday Night,Cat Stevens,Pop,6,14,160000,58,0.659,0.776,-7.767,0.051,0.0868
1974,Tin Man,America,Pop,4,18,209000,63,0.531,0.646,-10.785,0.0671,0.0836
1974,Help Me,Joni Mitchell,Pop,7,19,181000,66,0.709,0.749,-6.385,0.259,0.329
1974,Show And Tell,Al Wilson,Pop,1,22,207000,46,0.418,0.37,-11.305,0.0266,0.0832
1974,Time In A Bottle,Jim Croce,Pop,1,15,148000,76,0.157,0.533,-16.838,0.0374,0.108
1974,Jazzman,Carole King,Pop,2,16,223000,43,0.657,0.576,-10.484,0.0297,0.231
1974,Sweet Home Alabama,Lynyrd Skynyrd,Pop,8,17,283000,81,0.606,0.596,-12.145,0.0255,0.0863
1974,Help Me,Joni Mitchell,Folk,7,19,204186,51,0.526,0.584,-10.081,0.0389,0.0756
1974,Skin Tight,Ohio Players,R&B,13,11,474266,36,0.611,0.828,-12.749,0.0393,0.104
1974,Tubular Bells,Mike Oldfield,Pop,7,16,1561000,47,0.219,0.374,-19.104,0.0343,0.114
1974,Come And Get Your Love,Redbone,Pop,5,23,205000,83,0.804,0.731,-7.621,0.0473,0.0685
1974,Sha-La-La (Make Me Happy),Al Green,R&B,7,19,179840,46,0.395,0.747,-13.78,0.0321,0.219
1974,I Shot The Sheriff,Eric Clapton,Pop,1,14,279000,64,0.641,0.801,-9.355,0.173,0.0693
1974,Back Home Again,John Denver,Country,5,16,285373,52,0.305,0.528,-11.671,0.0301,0.113
1974,Wildwood Weed,Jim Stafford,Pop,7,14,160000,39,0.425,0.682,-13.178,0.0366,0.128
1974,Bennie And The Jets,Elton John,Pop,1,18,322000,74,0.673,0.665,-7.95,0.0493,0.497
1974,Travelin' Shoes,Elvin Bishop,Blues,61,6,440173,32,0.897,0.574,-6.23,0.054,0.0357
1974,Let Me Be There,Olivia Newton-John,Pop,6,19,181000,45,0.487,0.589,-12.587,0.0328,0.117
1974,Be Thankful For What You Got,William DeVaughn,Pop,4,18,221000,56,0.481,0.778,-13.136,0.0565,0.105
1974,I Honestly Love You,Olivia Newton-John,Pop,1,24,220000,48,0.112,0.355,-15.309,0.0362,0.0674
1974,When Will I See You Again,The Three Degrees,Disco,2,18,178746,60,0.593,0.564,-9.245,0.0328,0.343
1974,Let's Put It All Together,The Stylistics,Disco,18,12,177226,25,0.41,0.499,-9.29,0.0287,0.0854
1974,I Want To Be Free,Ohio Players,Funk,44,7,414360,38,0.485,0.501,-12.826,0.121,0.0649
1974,I Love,Tom T. Hall,Country,12,16,126666,53,0.198,0.531,-17.377,0.0286,0.175
1974,I Will Always Love You,Dolly Parton,Country,53,14,176093,59,0.142,0.446,-13.498,0.0335,0.101
1974,He's A Friend,Eddie Kendricks,Disco,36,12,283933,23,0.759,0.628,-7.794,0.0422,0.115
1974,Seasons In The Sun,Terry Jacks,Pop,1,21,208000,60,0.646,0.648,-8.201,0.0502,0.247
1974,Carefree Highway,Gordon Lightfoot,Folk,10,14,222133,53,0.346,0.538,-14.403,0.0252,0.0929
1974,How Could I Let You Get Away,The Spinners,Disco,77,4,229773,39,0.325,0.605,-12.716,0.0274,0.216
1974,She's Gone,Tavares,Disco,50,16,222493,30,0.557,0.566,-9.553,0.0305,0.135
1974,Machine Gun,Commodores,Disco,22,13,159466,48,0.97,0.741,-6.364,0.0341,0.295
1974,Rock And Roll Heaven,The Righteous Brothers,Pop,3,17,211000,38,0.76,0.481,-8.275,0.0319,0.208
1974,She Called Me Baby,Charlie Rich,Country,47,7,145600,5,0.252,0.28,-16.593,0.0293,0.298
1974,Dark Lady,Cher,Pop,1,16,183000,58,0.98,0.552,-6.398,0.0704,0.13
1974,Rock Me Gently,Andy Kim,Pop,1,18,208000,51,0.703,0.719,-8.306,0.0545,0.129
1974,Rock Your Baby,George McCrae,Pop,1,17,200000,50,0.906,0.594,-5.536,0.0594,0.0778
1974,Hollywood Swinging,Kool & The Gang,R&B,6,19,279933,56,0.824,0.623,-8.971,0.0479,0.0491
1974,Black Water,The Doobie Brothers,Rock,1,17,255000,61,0.441,0.532,-12.866,0.0434,0.0846
1974,Sundown,Gordon Lightfoot,Pop,1,18,213000,68,0.427,0.794,-15.492,0.029,0.0703
1974,Sneaky Snake,Tom T. Hall,Country,55,6,119600,35,0.352,0.664,-14.901,0.0365,0.161
1974,Sundown,Gordon Lightfoot,Folk,1,18,213400,68,0.427,0.794,-15.492,0.029,0.0703
1974,Rock The Boat,The Hues Corporation,Pop,1,18,274000,68,0.725,0.637,-5.073,0.0333,0.203
1974,If We Make It Through December,Merle Haggard,Country,28,11,163733,42,0.29,0.741,-14.311,0.0381,0.276
1974,Hooked On A Feeling,Blue Swede,Pop,1,17,172000,68,0.82,0.547,-6.728,0.0805,0.3
1974,Rock On,David Essex,Pop,5,25,194000,69,0.296,0.449,-12.608,0.0361,0.892
1974,Sideshow,Blue Magic,Disco,8,21,251520,51,0.337,0.586,-13.165,0.0347,0.628
1974,You Make Me Feel Brand New,The Stylistics,Disco,2,25,288440,64,0.359,0.453,-8.567,0.0247,0.137
1974,Fire,Ohio Players,Funk,1,17,276333,51,0.75,0.639,-11.794,0.0557,0.282
1974,Fire,Ohio Players,R&B,1,17,276333,51,0.75,0.639,-11.794,0.0557,0.282
1974,You Won't See Me,Anne Murray,Country,8,20,244333,22,0.733,0.678,-7.45,0.0342,0.0599
1974,The Way We Were,Barbra Streisand,Pop,1,23,211000,59,0.32,0.264,-11.716,0.0325,0.134
1974,Oh My My,Ringo Starr,Pop,5,14,190000,46,0.738,0.673,-4.808,0.03,0.214
1974,Hang On In There Baby,Johnny Bristol,Pop,8,17,233000,49,0.855,0.593,-8.421,0.0775,0.126
1974,The Man That Turned My Mama On,Tanya Tucker,Country,86,4,174093,26,0.742,0.631,-7.243,0.108,0.0984
1974,A Very Special Love Song,Charlie Rich,Country,11,14,164733,30,0.41,0.402,-8.464,0.0258,0.132
1974,Newsy Neighbors,First Choice,Disco,97,2,205960,13,0.553,0.742,-13.532,0.0505,0.0515
1974,Goodbye Yellow Brick Road,Elton John,Pop,2,17,192000,76,0.473,0.559,-7.712,0.0279,0.154
1974,Nothing From Nothing,Billy Preston,Funk,1,18,156200,57,0.83,0.808,-3.995,0.0283,0.198
1974,The Streak,Ray Stevens,Pop,1,17,244000,51,0.949,0.164,-2.588,0.0581,0.374
1974,The Show Must Go On,Three Dog Night,Pop,4,19,277000,52,0.686,0.304,-6.928,0.0346,0.112
1974,Doctor's Orders,Carol Douglas,Disco,11,16,270533,42,0.636,0.662,-14.2,0.0336,0.0891
1974,Nothing From Nothing,Billy Preston,Pop,1,18,258000,70,0.377,0.606,-9.455,0.0275,0.154
1974,Mockingbird,Carly Simon & James Taylor,Pop,5,16,250000,86,0.678,0.637,-3.798,0.266,0.156
1974,You And Me Against The World,Helen Reddy,Pop,9,20,191000,38,0.283,0.384,-15.493,0.0288,0.154
1974,My Melody Of Love,Bobby Vinton,Pop,3,17,191000,30,0.483,0.382,-9.625,0.0258,0.282
1974,Dreamer,Supertramp,Rock,15,14,213000,60,0.414,0.664,-14.113,0.0675,0.0813
1974,One Hell Of A Woman,Mac Davis,Pop,11,28,128000,39,0.117,0.51,-12.909,0.0399,0.152
1974,The Air That I Breathe,The Hollies,Pop,6,21,257000,64,0.473,0.279,-8.375,0.031,0.158
1974,Please Come To Boston,Dave Loggins,Pop,5,18,246000,45,0.418,0.563,-8.503,0.0287,0.102
1974,The Night Chicago Died,Paper Lace,Pop,1,17,203000,48,0.45,0.767,-12.352,0.0824,0.113
1974,There Won't Be Anymore,Charlie Rich,Country,18,15,144360,37,0.331,0.537,-11.453,0.0272,0.105
1974,Americans,Byron MacGregor,Pop,4,12,313000,61,0.763,0.614,-8.949,0.133,0.119
1974,The Bitch Is Back,Elton John,Pop,4,14,224000,56,0.86,0.586,-6.752,0.0578,0.1
1975,Nights On Broadway,Bee Gees,Disco,7,16,271373,54,0.641,0.573,-9.196,0.0443,0.859
1975,Poetry Man,Phoebe Snow,Pop,5,18,278000,42,0.242,0.511,-15.735,0.0318,0.111
1975,Lucy In The Sky With Diamonds,Elton John,Pop,1,14,208000,65,0.325,0.311,-9.042,0.0283,0.139
1975,What Am I Gonna Do With You,Barry White,R&B,8,11,219440,52,0.869,0.625,-9.467,0.0293,0.093
